69,train,5.196032194455409,0.23437725733181372
69,val,5.948989730828823,0.2077232502011263
70,train,5.185633246461632,0.23513170778689182
70,val,5.958749226073728,0.20257441673370877
71,train,5.1736614748794665,0.23662455655970593
71,val,5.946671054714261,0.20579243765084473
72,train,5.163298888656323,0.23752347625086281
72,val,5.948901557922364,0.2001609010458568
73,train,5.152266232231075,0.2385187087660722
73,val,5.945307360439654,0.20289621882542236
74,train,5.141098599607115,0.24132783280093745
74,val,5.939743583200444,0.20193081255028159
75,train,5.130870272960663,0.24188965760791048
75,val,5.936563370444558,0.20225261464199518
76,train,5.120274105387683,0.24322198500730371
76,val,5.950248448348103,0.2011263073209976
77,train,5.109929540940846,0.24404064401175016
77,val,5.9320861613855955,0.20176991150442478
78,train,5.098782425548896,0.2461113697288794
78,val,5.938437775499094,0.20305711987127917
79,train,5.089064957634497,0.24739554071624636
79,val,5.9293537726060865,0.20225261464199518
80,train,5.078446086039311,0.2483426168194295
80,val,5.927408034400602,0.20418342719227675
81,train,5.068606795871526,0.24973915276819109
81,val,5.925119970541084,0.20386162510056316
82,train,5.05825614849595,0.2503330818498483
82,val,5.924100162938824,0.20337892196299276
83,train,5.0477880848248775,0.2526927460391351
83,val,5.923389145566491,0.20530973451327433
84,train,5.036943333913272,0.25253222466571423
84,val,5.912222698668942,0.20579243765084473
85,train,5.026402918100721,0.2558229128208421
85,val,5.923618018655938,0.20418342719227675
86,train,5.017378024450858,0.2556944957221054
86,val,5.92504444690069,0.20321802091713595
87,train,5.006512810683073,0.2576849607525242
87,val,5.924456123910598,0.20321802091713595
88,train,4.997299443925902,0.25821468128481306
88,val,5.917909472734815,0.20386162510056316
89,train,4.986338732695984,0.26022119845257397
89,val,5.917393052338211,0.20450522928399034
90,train,4.976893180495562,0.26073486684752073
90,val,5.915545671636408,0.20370072405470635
91,train,4.966510080117419,0.26219561134565067
91,val,5.913496061955741,0.20498793242156074
92,train,4.957437328479645,0.2630303224874392
92,val,5.9101585223995095,0.20273531777956558
93,train,4.946684275748579,0.26596786362104113
93,val,5.9153672961774415,0.20193081255028159
